(0,0): ee=255, em=121 (209)
(0,1): ee=255, em=138 (231)
(0,2): ee=255, em=74 (219)
(0,3): ee=255, em=85 (238)
(0,4): ee=254, em=71 (219)
(0,5): ee=255, em=85 (239)
(0,6): ee=254, em=71 (219)
(0,7): ee=255, em=85 (239)
(0,8): ee=254, em=71 (219)
(0,9): ee=255, em=85 (239)
(0,10): ee=254, em=71 (219)
(0,11): ee=255, em=85 (239)
(0,12): ee=254, em=71 (219)
(0,13): ee=255, em=85 (239)
(0,14): ee=254, em=71 (219)
(0,15): ee=255, em=85 (239)
(0,16): ee=254, em=71 (219)
(0,17): ee=255, em=85 (239)
(0,18): ee=254, em=71 (219)
(0,19): ee=255, em=85 (239)
(0,20): ee=254, em=71 (219)
(0,21): ee=255, em=85 (239)
(0,22): ee=254, em=71 (219)
(0,23): ee=255, em=85 (239)
(0,24): ee=254, em=71 (219)
(0,25): ee=255, em=85 (239)
(0,26): ee=254, em=71 (219)
(0,27): ee=255, em=85 (239)
(0,28): ee=254, em=71 (219)
(0,29): ee=255, em=85 (239)
(0,30): ee=254, em=71 (219)
(0,31): ee=255, em=85 (239)
(0,32): ee=254, em=71 (219)
(0,33): ee=255, em=85 (239)
(0,34): ee=254, em=71 (219)
(0,35): ee=255, em=85 (239)
(0,36): ee=254, em=71 (219)
(0,37): ee=255, em=85 (239)
(0,38): ee=254, em=71 (219)
(0,39): ee=255, em=85 (239)
(0,40): ee=254, em=71 (219)
(0,41): ee=255, em=85 (239)
(0,42): ee=254, em=71 (219)
(0,43): ee=255, em=85 (239)
(0,44): ee=254, em=71 (219)
(0,45): ee=255, em=85 (239)
(0,46): ee=254, em=71 (219)
(0,47): ee=255, em=85 (239)
(0,48): ee=254, em=71 (219)
(0,49): ee=255, em=85 (239)
(0,50): ee=254, em=71 (219)
(0,51): ee=255, em=85 (239)
(0,52): ee=254, em=71 (219)
(0,53): ee=255, em=85 (239)
(0,54): ee=254, em=71 (219)
(0,55): ee=255, em=85 (239)
(0,56): ee=254, em=71 (219)
(0,57): ee=255, em=85 (239)
(0,58): ee=254, em=71 (219)
(0,59): ee=255, em=85 (239)
(0,60): ee=254, em=71 (219)
(0,61): ee=255, em=85 (239)
(0,62): ee=254, em=71 (219)
(0,63): ee=255, em=85 (239)
(0,64): ee=254, em=71 (219)
(0,65): ee=255, em=85 (239)
(0,66): ee=254, em=71 (219)
(0,67): ee=255, em=85 (239)
(0,68): ee=254, em=71 (219)
(0,69): ee=255, em=85 (239)
(0,70): ee=254, em=71 (219)
(0,71): ee=255, em=85 (239)
(0,72): ee=254, em=71 (219)
(0,73): ee=255, em=85 (239)
(0,74): ee=254, em=71 (219)
(0,75): ee=255, em=85 (239)
(0,76): ee=254, em=71 (219)
(0,77): ee=255, em=85 (239)
(0,78): ee=254, em=71 (219)
(0,79): ee=255, em=85 (239)
(0,80): ee=254, em=71 (219)
(0,81): ee=255, em=84 (238)
(0,82): ee=254, em=71 (219)
(0,83): ee=255, em=85 (239)
(0,84): ee=254, em=71 (219)
(0,85): ee=255, em=85 (239)
(0,86): ee=254, em=71 (219)
(0,87): ee=255, em=85 (239)
(0,88): ee=254, em=71 (219)
(0,89): ee=255, em=85 (239)
(0,90): ee=254, em=71 (219)
(0,91): ee=255, em=85 (239)
(0,92): ee=254, em=71 (219)
(0,93): ee=255, em=85 (239)
(0,94): ee=254, em=71 (219)
(0,95): ee=255, em=85 (239)
(0,96): ee=254, em=71 (219)
(0,97): ee=255, em=85 (239)
(0,98): ee=254, em=71 (219)
(0,99): ee=255, em=85 (239)
(0,100): ee=254, em=71 (219)
(0,101): ee=255, em=85 (239)
(0,102): ee=254, em=71 (219)
(0,103): ee=255, em=85 (239)
(0,104): ee=254, em=71 (219)
(0,105): ee=255, em=85 (239)
(0,106): ee=254, em=71 (219)
(0,107): ee=255, em=85 (239)
(0,108): ee=254, em=71 (219)
(0,109): ee=255, em=85 (239)
(0,110): ee=254, em=71 (219)
(0,111): ee=255, em=85 (239)
(0,112): ee=254, em=71 (219)
(0,113): ee=255, em=85 (239)
(0,114): ee=254, em=71 (219)
(0,115): ee=255, em=85 (239)
(0,116): ee=254, em=71 (219)
(0,117): ee=255, em=85 (239)
(0,118): ee=254, em=71 (219)
(0,119): ee=255, em=85 (239)
(0,120): ee=254, em=71 (219)
(0,121): ee=255, em=85 (239)
(0,122): ee=254, em=71 (219)
(0,123): ee=255, em=85 (239)
(0,124): ee=254, em=69 (220)
(0,125): ee=255, em=85 (240)
(0,126): ee=255, em=151 (241)
(0,127): ee=255, em=155 (248)
(1,0): ee=255, em=87 (231)
(1,1): ee=255, em=96 (249)
(1,2): ee=250, em=17 (248)
(1,3): ee=250, em=5 (250)
(1,4): ee=249, em=10 (248)
(1,5): ee=250, em=4 (250)
(1,6): ee=249, em=10 (248)
(1,7): ee=250, em=4 (250)
(1,8): ee=249, em=10 (248)
